timestamp,order_id,symbol,side,qty,price_usd,commission_usd,exchange_rate_eur_usd,price_eur,commission_eur,total_eur
2026-07-20T14:38:42.518194+00:00,eef30973-e0b9-416c-84a6-7d6b2e39daa3,ETH/USD,buy,0.033414671,1862.69,0.0,0.875,1629.8537,0.0,54.461
2026-07-20T14:30:39.991663+00:00,39bb359e-6443-48a3-a570-d747a05ee8c8,ETH/USD,buy,0.025200139,1865.1065,0.0,0.875,1631.9682,0.0,41.1258
2026-07-20T14:28:49.009641+00:00,2231d2e2-8ace-466d-bdf3-bdb8283e57f7,ETH/USD,buy,24.121930782,1864.55,0.0,0.875,1631.4813,0.0,39354.479
2026-07-20T14:28:50.848449+00:00,c1ac4038-4062-4c32-86d0-2d556822963e,BTC/USD,buy,0.334816172,64350.3525,0.0,0.875,56306.5584,0.0,18852.3463
2026-07-20T14:27:27.316837+00:00,e87cb307-6c93-4bd2-b850-34a2163599a0,ETH/USD,buy,2.697054599,1862.59,0.0,0.875,1629.7662,0.0,4395.5684
2026-07-20T14:28:17.913736+00:00,b12447dd-fafe-4f94-ba60-f05acea35676,BTC/USD,buy,0.777626926,64298.185,0.0,0.875,56260.9119,0.0,43750.0
