timestamp,portfolio_value,cash
2026-07-20T13:13:15.582552,1000000.0,1000000.0
2026-07-20T13:13:45.769871,1000000.0,800000.0
2026-07-20T13:14:16.114503,1000000.0,800000.0
2026-07-20T13:14:46.464430,999850.7,800000.01
2026-07-20T13:15:39.353734,999713.46,757503.62
2026-07-20T13:16:09.676616,999628.57,757503.62
2026-07-20T13:16:40.003042,999628.57,757503.62
2026-07-20T13:17:10.373881,999628.57,757503.62
